title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG
Johnny Handsome,9/29/1989,,['Walter Hill'],TriStar,7237794,16280500,Unknown,0,0,['Charles Roven'],R,96,813,R,None,,1989,0,1,0,0,0,0,1,0,0,0,0
Johnny Mnemonic,5/26/1995,26000000,['Robert Longo'],Sony / Columbia,19075720,39160100,Sci-Fi Action,0,0,['Don Carmody'],R,98,2035,R,Fantasy_Scifi,,1995,1,0,0,0,0,0,1,0,0,0,0
Johnny Stecchino,10/9/1992,,['Roberto Benigni'],New Line,626057,1347200,Foreign,0,0,,R,100,18,R,Foreign,139,1992,0,1,0,0,0,0,1,0,0,0,0
Johnny Suede,8/14/1992,,['Tom DiCillo'],Miramax,90091,193900,Comedy,0,0,,R,97,1,R,Comedy,,1992,1,0,0,0,0,0,1,0,0,0,0
johns,1/31/1997,,,First Look,50789,98800,Unknown,0,0,['Beau Flynn'],R,96,8,R,None,,1997,0,0,0,1,0,0,1,0,0,0,0
Johnson Family Vacation,4/7/2004,12000000,,Fox Searchlight,31203964,44871400,Comedy,0,0,"['Cedric the Entertainer', 'Paul Hall']",PG-13,96,1326,PG-13,Comedy,155,2004,0,0,0,0,1,1,0,0,0,0,0
Jonah Hex,6/18/2010,47000000,['Jimmy Hayward'],Warner Bros.,10547117,11847300,Western,0,0,"['Akiva Goldsman', 'Jon Jashni', 'Andrew Lazar', 'Thomas Tull']",PG-13,81,2825,PG-13,Western,55,2010,1,0,0,0,0,1,0,0,0,0,0
Jonah: A VeggieTales Movie,10/4/2002,14000000,,Artisan,25581229,39288200,Animation,0,0,,G,83,1625,G,Animation,118,2002,0,1,0,0,0,0,0,0,1,0,0
Jonas Brothers: The 3D Concert Experience,2/27/2009,,,Buena Vista,19162740,23833300,Concert,0,0,,G,76,1276,G,Other,34,2009,0,0,0,1,0,0,0,0,1,0,0
The Joneses,4/16/2010,10000000,,Roadside Attractions,1475746,1657700,Drama,0,0,,R,95,217,R,Drama,90,2010,0,0,0,0,1,0,1,0,0,0,0
Joseph Andrews,10/7/1977,,,Paramount,839865,3363200,Unknown,0,0,,R,,,R,None,,1977,0,1,0,0,0,0,1,0,0,0,0
Josh and S.A.M.,11/24/1993,,,Columbia,1640220,3538000,Family Adventure,0,0,,PG-13,97,774,PG-13,Family,,1993,0,0,1,0,0,1,0,0,0,0,0
Joshua,7/6/2007,,['George Ratliff'],Fox Searchlight,482355,626100,Drama / Thriller,0,0,['Jonathan Dorfman'],R,105,152,R,Drama,34,2007,1,0,0,0,0,0,1,0,0,0,0
Joshua,4/19/2002,,,Artisan,1461635,2246500,Fantasy Drama,0,0,,G,90,43,G,Fantasy_Scifi,90,2002,0,0,0,0,1,0,0,0,1,0,0
Joshua: Then and Now,9/6/1985,,,Fox,542420,1364500,Unknown,0,0,,R,119,,R,None,,1985,0,1,0,0,0,0,1,0,0,0,0
Josie and the Pussycats,4/11/2001,39000000,,Universal,14271015,22515900,Comedy,0,0,"['Tony DeRosa-Grund', 'Marc Platt']",PG-13,98,2558,PG-13,Comedy,43,2001,0,0,0,0,1,1,0,0,0,0,0
The Journey,6/16/2017,,,IFC,155475,155300,Comedy / Drama,0,0,,PG-13,94,26,PG-13,Comedy,,2017,1,0,0,0,0,1,0,0,0,0,0
Journey 2: The Mysterious Island,2/10/2012,79000000,['Brad Peyton'],Warner Bros. (New Line),103860290,116932500,Adventure,0,0,"['Beau Flynn', 'Charlotte Huggins', 'Tripp Vinson']",PG,94,3500,PG,Act_Adven,139,2012,0,0,0,1,0,0,0,1,0,0,0
Journey from the Fall,3/23/2007,1300000,,ImaginAsian Pictures,641039,832000,Historical Drama,0,0,,R,137,14,R,Historical,188,2007,0,0,0,0,1,0,1,0,0,0,0
The Journey of August King,11/10/1995,,,Miramax,14381,29500,Unknown,0,0,['Nick Wechsler'],PG-13,91,2,PG-13,None,13,1995,0,0,1,0,0,1,0,0,0,0,0
Journey of Hope,4/26/1991,,,Miramax,261718,555100,Foreign,1,1,,PG,109,18,PG,Foreign,,1991,0,0,0,0,1,0,0,1,0,0,0
The Journey of Natty Gann,9/27/1985,,,Buena Vista,9708373,24421300,Unknown,1,0,,PG,101,362,PG,None,,1985,0,1,0,0,0,0,0,1,0,0,0
Journey to the Center of the Earth,7/11/2008,60000000,,Warner Bros. (New Line),101704370,126493000,Adventure,0,0,"['Beau Flynn', 'Charlotte Huggins', 'Tripp Vinson']",PG,92,2830,PG,Act_Adven,153,2008,1,0,0,0,0,0,0,1,0,0,0
Journey to the End of the Night  - Box Office Mojo,,6200000,,"Millennium Films, Inc.",,,Drama / Thriller,0,0,,R,,,R,Drama,,,0,0,0,0,0,0,1,0,0,0,0
Journey to the South Pacific,11/27/2013,,,IMAX,7615755,8110400,Documentary,0,0,,G,40,19,G,Documentary,,2013,0,0,1,0,0,0,0,0,1,0,0
Journey to the West,3/7/2014,,,Magnolia,18058,20100,Foreign,0,0,,PG-13,110,7,PG-13,Foreign,34,2014,0,0,0,0,1,1,0,0,0,0,0
Journey to the West: The Demons Strike Back,2/3/2017,,,Sony / Columbia,880346,889300,Adventure Comedy,0,0,,PG-13,109,67,PG-13,Act_Adven,34,2017,0,0,0,1,0,1,0,0,0,0,0
Joy,12/25/2015,60000000,['David O. Russell'],Fox,56451232,58347600,Comedy / Drama,1,0,,PG-13,124,2924,PG-13,Comedy,83,2015,0,0,1,0,0,1,0,0,0,0,0
The Joy Luck Club,9/10/1993,,['Wayne Wang'],Buena Vista,32901136,70967900,Drama,0,0,,R,139,600,R,Drama,,1993,0,1,0,0,0,0,1,0,0,0,0
Joy of Sex,8/3/1984,,['Martha Coolidge'],Paramount,4463841,11863700,Comedy,0,0,,R,93,804,R,Comedy,,1984,1,0,0,0,0,0,1,0,0,0,0
Joy Ride,10/5/2001,23000000,['John Dahl'],Fox,21974919,34670700,Thriller,0,0,"['J.J. Abrams', 'Arnon Milchan', 'Chris Moore']",R,97,2522,R,Crime_Thriller,,2001,0,1,0,0,0,0,1,0,0,0,0
Joyeux Noel,12/16/2005,,,Sony Classics,1054361,1437500,Foreign,1,0,,PG-13,115,53,PG-13,Foreign,202,2005,0,0,1,0,0,1,0,0,0,0,0
Joyful Noise,1/13/2012,,['Todd Graff'],Warner Bros.,30932113,34876700,Comedy / Drama,0,0,"['Broderick Johnson', 'Andrew A. Kosove']",PG-13,118,2735,PG-13,Comedy,69,2012,0,0,0,1,0,1,0,0,0,0,0
The Joyriders,4/16/1999,,,Providence,26999,47500,Unknown,0,0,,PG-13,93,26,PG-13,None,,1999,0,0,0,0,1,1,0,0,0,0,0
Joysticks,3/4/1983,,,Jensen Farley,3952448,11204900,Comedy,0,0,,R,88,310,R,Comedy,,1983,0,0,0,0,1,0,1,0,0,0,0
Ju Dou,3/6/1991,,['Zhang Yimou'],Miramax,1986433,4213500,Foreign,1,0,,PG-13,95,39,PG-13,Foreign,,1991,0,0,0,0,1,1,0,0,0,0,0
Ju-On: The Grudge,7/23/2004,,,Vitagraph,325680,468300,Foreign / Horror,0,0,,R,90,11,R,Foreign,139,2004,1,0,0,0,0,0,1,0,0,0,0
The Judas Project,2/19/1993,,,RS,2850135,6147800,Fantasy Drama,0,0,,PG-13,97,1,PG-13,Fantasy_Scifi,,1993,0,0,0,1,0,1,0,0,0,0,0
Jude,10/18/1996,,['Michael Winterbottom'],Gramercy,409144,826600,Period Drama,0,0,,R,123,20,R,Historical,,1996,0,1,0,0,0,0,1,0,0,0,0
The Judge,10/10/2014,50000000,['David Dobkin'],Warner Bros.,47119388,50700500,Drama,1,0,"['David Dobkin', 'Susan Downey', 'Robert Downey, Jr.']",R,141,3003,R,Drama,97,2014,0,1,0,0,0,0,1,0,0,0,0
Judge Dredd,6/30/1995,90000000,['Danny Cannon'],Buena Vista,34693481,71221300,Action / Adventure,0,0,,R,96,2204,R,Act_Adven,,1995,1,0,0,0,0,0,1,0,0,0,0
Judgment in Berlin,5/6/1988,,,New Line,229556,498800,Unknown,0,0,,PG,96,81,PG,None,,1988,1,0,0,0,0,0,0,1,0,0,0
Judgment Night,10/15/1993,,['Stephen Hopkins'],Universal,12526677,27020100,Action Thriller,0,0,,R,110,1545,R,Act_Adven,,1993,0,1,0,0,0,0,1,0,0,0,0
Judy Moody and the NOT Bummer Summer,6/10/2011,20000000,['John Schultz'],Relativity,15013650,16654500,Comedy,0,0,,PG,91,2524,PG,Comedy,69,2011,1,0,0,0,0,0,0,1,0,0,0
Juice,1/17/1992,,['Ernest R. Dickerson'],Paramount,20146880,43352200,Crime Drama,0,0,"['David Heyman', 'Neal H. Moritz']",R,95,1100,R,Crime_Thriller,,1992,0,0,0,1,0,0,1,0,0,0,0
Julia,10/2/1977,,,Fox,20714400,82950500,Historical Drama,1,0,,PG,118,,PG,Historical,,1977,0,1,0,0,0,0,0,1,0,0,0
Julia,5/8/2009,,,Magnolia,65108,77900,Drama / Thriller,0,0,,R,138,4,R,Drama,90,2009,1,0,0,0,0,0,1,0,0,0,0
Julia,10/23/2015,,,Tombstone,2710,2800,Thriller,0,0,,R,95,5,R,Crime_Thriller,6,2015,0,1,0,0,0,0,1,0,0,0,0
Julia and Julia,2/5/1988,,,Cinecom,901364,1958400,Unknown,0,0,,R,97,,R,None,,1988,0,0,0,1,0,0,1,0,0,0,0
Julian Po,9/5/1997,,,Fine Line,51942,101100,Unknown,0,0,,PG-13,90,,PG-13,None,13,1997,0,1,0,0,0,1,0,0,0,0,0
Julie & Julia,8/7/2009,40000000,['Nora Ephron'],Sony / Columbia,94125426,112560000,Comedy / Drama,1,0,"['Nora Ephron', 'Laurence Mark', 'Scott Rudin']",PG-13,123,2528,PG-13,Comedy,114,2009,1,0,0,0,0,1,0,0,0,0,0
Julien Donkey-Boy,10/8/1999,,,Fine Line,85400,150100,Unknown,0,0,,R,94,,R,None,34,1999,0,1,0,0,0,0,1,0,0,0,0
Julieta,12/21/2016,,['Pedro Almodovar'],Sony Classics,1490948,1506500,Drama,0,0,,R,99,63,R,Drama,134,2016,0,0,1,0,0,0,1,0,0,0,0
Jumanji,12/15/1995,65000000,['Joe Johnston'],Sony / Columbia,100475249,204288400,Family Adventure,0,0,"['Ted Field', 'Larry J. Franco', 'Scott Kroopf']",PG,104,2530,PG,Family,,1995,0,0,1,0,0,0,0,1,0,0,0
Jumanji: Welcome to the Jungle,12/20/2017,,['Jake Kasdan'],Sony / Columbia,,,Action,0,0,,PG-13,,,PG-13,Act_Adven,,2017,0,0,1,0,0,1,0,0,0,0,0
Jump Tomorrow,7/6/2001,,,IFC,33236,52400,Unknown,0,0,,PG,96,8,PG,None,,2001,1,0,0,0,0,0,0,1,0,0,0
Jumper,2/14/2008,85000000,['Doug Liman'],Fox,80172128,99712700,Fantasy,0,0,"['Simon Kinberg', 'Arnon Milchan']",PG-13,90,3430,PG-13,Fantasy_Scifi,147,2008,0,0,0,1,0,1,0,0,0,0,0
Jumpin' at the Boneyard,9/18/1992,,,Fox,15706,33800,Unknown,0,0,['Lawrence Kasdan'],R,107,3,R,None,,1992,0,1,0,0,0,0,1,0,0,0,0
Jumpin' Jack Flash,10/10/1986,,['Penny Marshall'],Fox,29844101,71835000,Comedy Thriller,0,0,"['Lawrence Gordon', 'Joel Silver']",R,100,1085,R,Comedy,,1986,0,1,0,0,0,0,1,0,0,0,0
Jumping the Broom,5/6/2011,6600000,['Salim Akil'],TriStar,37295394,41321100,Comedy,0,0,"['Elizabeth Hunter', 'T.D. Jakes']",PG-13,113,2035,PG-13,Comedy,55,2011,1,0,0,0,0,1,0,0,0,0,0
Junebug,8/3/2005,,,Sony Classics,2678691,3731800,Comedy / Drama,1,0,,R,106,143,R,Comedy,127,2005,1,0,0,0,0,0,1,0,0,0,0
Jungle 2 Jungle,3/7/1997,,,Buena Vista,59927618,116591200,Family Comedy,0,0,,PG,105,2340,PG,Family,,1997,0,0,0,0,1,0,0,1,0,0,0
The Jungle Book,10/18/1967,,,Disney,141843612,501367300,Animation,0,0,,G,78,,G,Animation,,1967,0,1,0,0,0,0,0,0,1,0,0
The Jungle Book,12/25/1994,,['Stephen Sommers'],Buena Vista,43229904,89747100,Period Adventure,0,0,,PG,111,2012,PG,Historical,,1994,0,0,1,0,0,0,0,1,0,0,0
The Jungle Book,4/15/2016,175000000,['Jon Favreau'],Buena Vista,364001123,372476800,Adventure,1,1,,PG,105,4144,PG,Act_Adven,167,2016,0,0,0,0,1,0,0,1,0,0,0
The Jungle Book,7/27/1984,,,Buena Vista,141843612,62342400,Animation,0,0,,G,78,1463,G,Animation,,1984,1,0,0,0,0,0,0,0,1,0,0
The Jungle Book,7/13/1990,,,Buena Vista,141843612,94251900,Animation,0,0,,G,78,1923,G,Animation,,1990,1,0,0,0,0,0,0,0,1,0,0
The Jungle Book 2,2/14/2003,20000000,,Buena Vista,47901582,70938800,Animation,0,0,,G,78,2815,G,Animation,104,2003,0,0,0,1,0,0,0,0,1,0,0
Jungle Fever,6/7/1991,14000000,['Spike Lee'],Universal,32482682,68900300,Romance,0,0,,R,132,844,R,Romance,,1991,1,0,0,0,0,0,1,0,0,0,0
Junior,11/23/1994,60000000,['Ivan Reitman'],Universal,36763355,77940000,Sci-Fi Comedy,1,0,"['Joe Medjuck', 'Ivan Reitman']",PG-13,110,1896,PG-13,Fantasy_Scifi,,1994,0,0,1,0,0,1,0,0,0,0,0
Juno,12/5/2007,7500000,['Jason Reitman'],Fox Searchlight,143495265,179303900,Comedy / Drama,4,1,"['Daniel Dubiecki', 'Mason Novick']",PG-13,91,2534,PG-13,Comedy,197,2007,0,0,1,0,0,1,0,0,0,0,0
Jupiter Ascending,2/6/2015,176000000,['Lilly & Lana Wachowski'],Warner Bros.,47387723,52059000,Sci-Fi,0,0,['Lilly & Lana Wachowski'],PG-13,127,3181,PG-13,Fantasy_Scifi,90,2015,0,0,0,1,0,1,0,0,0,0,0
Jurassic Park,6/11/1993,63000000,['Steven Spielberg'],Universal,402453882,769818200,Sci-Fi Horror,3,3,"['Kathleen Kennedy', 'Gerald R. Molen', 'Colin Wilson']",PG-13,127,2566,PG-13,Fantasy_Scifi,,1993,1,0,0,0,0,1,0,0,0,0,0
Jurassic Park 3D,4/5/2013,10000000,,Universal,402453882,51044900,Sci-Fi Horror,0,0,,PG-13,127,2778,PG-13,Fantasy_Scifi,48,2013,0,0,0,0,1,1,0,0,0,0,0
Jurassic Park III,7/18/2001,93000000,['Joe Johnston'],Universal,181171875,285841800,Sci-Fi Horror,0,0,"['Larry J. Franco', 'Kathleen Kennedy', 'Steven Spielberg']",PG-13,92,3462,PG-13,Fantasy_Scifi,,2001,1,0,0,0,0,1,0,0,0,0,0
Jurassic World,6/12/2015,150000000,['Colin Trevorrow'],Universal,652270625,705909400,Action / Adventure,0,0,"['Patrick Crowley', 'Jon Jashni', 'Frank Marshall', 'Steven Spielberg', 'Thomas Tull']",PG-13,124,4291,PG-13,Act_Adven,160,2015,1,0,0,0,0,1,0,0,0,0,0
The Juror,2/2/1996,,['Brian Gibson'],Sony / Columbia,22754725,45972800,Thriller,0,0,"['Rob Cowan', 'Irwin Winkler']",R,118,2205,R,Crime_Thriller,,1996,0,0,0,1,0,0,1,0,0,0,0
Jury Duty,4/14/1995,,['John Fortenberry'],Sony / Columbia,17014653,34928900,Comedy,0,0,,PG-13,87,2169,PG-13,Comedy,,1995,0,0,0,0,1,1,0,0,0,0,0
Just a Kiss,9/27/2002,,,Paramount Classics,64389,99000,Romantic Comedy,0,0,,R,89,21,R,Romance,62,2002,0,1,0,0,0,0,1,0,0,0,0
Just a Little Harmless Sex,6/11/1999,,,Phaedra,66194,116400,Unknown,0,0,,R,95,47,R,None,6,1999,1,0,0,0,0,0,1,0,0,0,0
Just Another Girl on the IRT,3/19/1993,,,Miramax,479169,1033600,Unknown,0,0,,R,96,,R,None,41,1993,0,0,0,0,1,0,1,0,0,0,0
Just Before I Go,4/24/2015,,['Courteney Cox'],Anchor Bay Films,10970,11400,Comedy,0,0,"['David Arquette', 'Courteney Cox']",R,92,2,R,Comedy,27,2015,0,0,0,0,1,0,1,0,0,0,0
Just Between Friends,3/21/1986,,,Orion Pictures,6408791,15426000,Unknown,0,0,,PG-13,111,352,PG-13,None,,1986,0,0,0,0,1,1,0,0,0,0,0
Just Cause,2/17/1995,,['Arne Glimcher'],Warner Bros.,36853222,75655000,Thriller,0,0,,R,102,2059,R,Crime_Thriller,,1995,0,0,0,1,0,0,1,0,0,0,0
Just Friends,11/23/2005,,['Roger Kumble'],New Line,32619671,45401500,Romantic Comedy,0,0,"['Chris Bender', 'J.C. Spink']",PG-13,88,2505,PG-13,Romance,78,2005,0,0,1,0,0,1,0,0,0,0,0
Just Getting Started,12/8/2017,,['Ron Shelton'],Broad Green Pictures,,,Action Comedy,0,0,,PG-13,91,,PG-13,Act_Adven,,2017,0,0,1,0,0,1,0,0,0,0,0
Just Go With It,2/11/2011,80000000,['Dennis Dugan'],Sony / Columbia,103028109,117053600,Romantic Comedy,0,0,"['Allen Covert', 'Jack Giarraputo', 'Tim Herlihy', 'Steve Koren', 'Heather Parry', 'Adam Sandler']",PG-13,110,3548,PG-13,Romance,97,2011,0,0,0,1,0,1,0,0,0,0,0
Just Like a Woman,7/5/2013,,,Cohen Media Group,11403,13000,Drama,0,0,,R,106,,R,Drama,,2013,1,0,0,0,0,0,1,0,0,0,0
Just Like Heaven,9/16/2005,58000000,['Mark S. Waters'],DreamWorks,48318130,67313700,Romantic Comedy,0,0,,PG-13,95,3543,PG-13,Romance,76,2005,0,1,0,0,0,1,0,0,0,0,0
Just Married,1/10/2003,18000000,['Shawn Levy'],Fox,56127162,83120300,Romantic Comedy,0,0,"['Lauren Schuler Donner', 'Robert Simonds']",PG-13,95,2769,PG-13,Romance,121,2003,0,0,0,1,0,1,0,0,0,0,0
Just My Luck,5/12/2006,,,Fox,17326650,23622400,Romantic Comedy,0,0,['Arnon Milchan'],PG-13,108,2543,PG-13,Romance,83,2006,1,0,0,0,0,1,0,0,0,0,0
Just One of the Guys,4/26/1985,,,Columbia,11528900,29000900,Comedy,0,0,,PG-13,100,1215,PG-13,Comedy,,1985,0,0,0,0,1,1,0,0,0,0,0
Just Tell Me What You Want,2/8/1980,,,Warner Bros.,2086905,6927900,Romantic Comedy,0,0,,R,112,,R,Romance,,1980,0,0,0,1,0,0,1,0,0,0,0
Just the Ticket,2/26/1999,12000000,['Richard Wenk'],MGM,430404,756600,Romantic Comedy,0,0,['Gary Lucchesi'],R,112,82,R,Romance,,1999,0,0,0,1,0,0,1,0,0,0,0
Just the Way You Are,11/16/1984,,,MGM,7889694,20968700,Unknown,0,0,,PG,94,1190,PG,None,,1984,0,0,1,0,0,0,0,1,0,0,0
Just Visiting,4/6/2001,35000000,,Buena Vista,4781539,7544000,Fantasy Comedy,0,0,,PG-13,88,1590,PG-13,Fantasy_Scifi,,2001,0,0,0,0,1,1,0,0,0,0,0
Just Wright,5/14/2010,,,Fox Searchlight,21540363,24195700,Romantic Comedy,0,0,,PG,111,1831,PG,Romance,83,2010,1,0,0,0,0,0,0,1,0,0,0
Justice,5/12/2004,,,Jujitsu Films,39895,57400,Unknown,0,0,,R,104,1,R,None,,2004,1,0,0,0,0,0,1,0,0,0,0
Justice,9/15/2017,,,Independent,3259,3300,Western,0,0,,R,90,10,R,Western,,2017,0,1,0,0,0,0,1,0,0,0,0
Justice League,11/17/2017,,['Zack Snyder'],Warner Bros.,198545147,198545100,Action / Adventure,0,0,,PG-13,119,4051,PG-13,Act_Adven,,2017,0,0,1,0,0,1,0,0,0,0,0
Justin Bieber: Never Say Never,2/11/2011,13000000,['Jon Chu'],Paramount,73013910,82953500,Documentary,0,0,['Scooter Braun'],G,105,3118,G,Documentary,90,2011,0,0,0,1,0,0,0,0,1,0,0
Juwanna Mann,6/21/2002,,,Warner Bros.,13670733,21012000,Sports Comedy,0,0,['James G. Robinson'],PG-13,91,1325,PG-13,Sports,76,2002,1,0,0,0,0,1,0,0,0,0,0
K-19: The Widowmaker,7/19/2002,100000000,['Kathryn Bigelow'],Paramount,35168966,54054900,Action Thriller,0,0,['Kathryn Bigelow'],PG-13,138,2830,PG-13,Act_Adven,97,2002,1,0,0,0,0,1,0,0,0,0,0
K-9,4/28/1989,,,Universal,43247647,97280000,Action Comedy,0,0,"['Lawrence Gordon', 'Lloyd Levin']",PG-13,101,1706,PG-13,Act_Adven,,1989,0,0,0,0,1,1,0,0,0,0,0
K-PAX,10/26/2001,68000000,['Iain Softley'],Universal,50338485,79415200,Drama,0,0,"['Lawrence Gordon', 'Lloyd Levin']",PG-13,121,2581,PG-13,Drama,69,2001,0,1,0,0,0,1,0,0,0,0,0
K2,5/1/1992,,,Paramount,3106559,6684700,Adventure,0,0,,R,104,350,R,Act_Adven,,1992,1,0,0,0,0,0,1,0,0,0,0
Kaal,4/29/2005,,,Eros,345091,480800,Foreign,0,0,,PG-13,125,40,PG-13,Foreign,20,2005,0,0,0,0,1,1,0,0,0,0,0
Kabluey,7/4/2008,,,Regent Releasing,83506,103900,Comedy,0,0,,PG-13,86,4,PG-13,Comedy,118,2008,1,0,0,0,0,1,0,0,0,0,0
Kaena: The Prophecy,6/25/2004,,,IDP,8593,12400,Animation,0,0,,PG-13,81,3,PG-13,Animation,20,2004,1,0,0,0,0,1,0,0,0,0,0
Kafka,12/4/1991,,['Steven Soderbergh'],Miramax,1059071,2276600,Fantasy Drama,0,0,"['Mark Johnson', 'Barry Levinson']",PG-13,98,32,PG-13,Fantasy_Scifi,,1991,0,0,1,0,0,1,0,0,0,0,0
Kagemusha,10/10/1980,6000000,,Fox,4000000,13278800,Foreign,1,0,['George Lucas'],PG,162,,PG,Foreign,,1980,0,1,0,0,0,0,0,1,0,0,0
Kahlil Gibran's The Prophet,8/7/2015,,['Roger Allers'],GKIDS,725489,383200,Animation,0,0,,PG,83,37,PG,Animation,69,2015,1,0,0,0,0,0,0,1,0,0,0
Kahlil Gibran's The Prophet,10/1/2015,,,Gathr Films,725489,379900,Animation,0,0,,PG,83,1,PG,Animation,77,2015,0,1,0,0,0,0,0,1,0,0,0
Kalamazoo?,4/7/2006,,,Reel Source,53609,73100,Comedy,0,0,,PG-13,93,5,PG-13,Comedy,30,2006,0,0,0,0,1,1,0,0,0,0,0
Kalamity,10/22/2010,,,Original 4 Releasing,,,Thriller,0,0,,R,100,,R,Crime_Thriller,,2010,0,1,0,0,0,0,1,0,0,0,0
Kalifornia,9/3/1993,,['Dominic Sena'],Gramercy,2395231,5166500,Crime Thriller,0,0,['Steve Golin'],R,115,359,R,Crime_Thriller,,1993,0,1,0,0,0,0,1,0,0,0,0
Kama Sutra: A Tale of Love,2/28/1997,3000000,['Mira Nair'],Trimark,4109095,7994400,Romance,0,0,,R,114,81,R,Romance,,1997,0,0,0,1,0,0,1,0,0,0,0
Kangaroo Jack,1/17/2003,60000000,,Warner Bros.,66934963,99125900,Family Comedy,0,0,['Jerry Bruckheimer'],PG,89,2848,PG,Family,174,2003,0,0,0,1,0,0,0,1,0,0,0
Kansas,9/23/1988,,['David Stevens'],Trans World Ent.,2432536,5285300,Unknown,0,0,,R,110,847,R,None,13,1988,0,1,0,0,0,0,1,0,0,0,0
Kansas City,8/16/1996,,['Robert Altman'],Fine Line,1356329,2740300,Crime Drama,0,0,,R,108,,R,Crime_Thriller,,1996,1,0,0,0,0,0,1,0,0,0,0
The Karate Kid,6/11/2010,40000000,['Harald Zwart'],Sony / Columbia,176591618,198360200,Action Drama,0,0,"['James Lassiter', 'Will Smith']",PG,140,3740,PG,Act_Adven,104,2010,1,0,0,0,0,0,0,1,0,0,0
The Karate Kid,6/22/1984,,,Columbia,90815558,241364000,Sports Action,1,0,,PG,127,1111,PG,Sports,,1984,1,0,0,0,0,0,0,1,0,0,0
The Karate Kid Part II,6/20/1986,,,Columbia,115103979,277056200,Sports Action,1,0,,PG,113,1610,PG,Sports,,1986,1,0,0,0,0,0,0,1,0,0,0
The Karate Kid Part III,6/30/1989,,,Columbia,38956288,87627100,Sports Action,0,0,,PG,89,1569,PG,Sports,,1989,1,0,0,0,0,0,0,1,0,0,0
Karla  - Box Office Mojo,,5000000,,Quantum Entertainment,,,Drama / Thriller,0,0,,R,99,,R,Drama,,,0,0,0,0,0,0,1,0,0,0,0
Kart Racer,9/25/2003,,,Alliance,56146,83100,Unknown,0,0,,PG,94,86,PG,None,,2003,0,1,0,0,0,0,0,1,0,0,0
Kate and Leopold,12/25/2001,,['James Mangold'],Miramax,47121859,72734800,Romantic Comedy,1,0,['Cathy Konrad'],PG-13,121,2467,PG-13,Romance,58,2001,0,0,1,0,0,1,0,0,0,0,0
Katy Perry: Part of Me,7/5/2012,12000000,,Paramount,25326071,29069600,Documentary,0,0,,PG,95,2732,PG,Documentary,56,2012,1,0,0,0,0,0,0,1,0,0,0
Kazaam,7/19/1996,,['Paul Michael Glaser'],Buena Vista,18937262,38260100,Family Comedy,0,0,"['Ted Field', 'Scott Kroopf']",PG,94,2019,PG,Family,,1996,1,0,0,0,0,0,0,1,0,0,0
Keane,9/9/2005,,,Magnolia,33256,46300,Drama,0,0,['Steven Soderbergh'],R,100,5,R,Drama,27,2005,0,1,0,0,0,0,1,0,0,0,0
Keanu,4/29/2016,15000000,,Warner Bros. (New Line),20591853,21063600,Comedy,0,0,,R,98,2681,R,Comedy,62,2016,0,0,0,0,1,0,1,0,0,0,0
The Keep,12/16/1983,,['Michael Mann'],Paramount,4218594,11959400,Unknown,0,0,,R,96,508,R,None,,1983,0,0,1,0,0,0,1,0,0,0,0
Keep On Keepin' On,9/19/2014,,,Radius-TWC,163745,176600,Documentary,0,0,,R,86,9,R,Documentary,90,2014,0,1,0,0,0,0,1,0,0,0,0
Keep the River on Your Right - A Modern Cannibal Tale,3/30/2001,,,IFC,373366,589100,Documentary,0,0,,R,94,15,R,Documentary,,2001,0,0,0,0,1,0,1,0,0,0,0
Keep Watching,10/31/2017,,,Sony / Screen Gems,94178,94200,Thriller,0,0,,R,89,805,R,Crime_Thriller,0,2017,0,1,0,0,0,0,1,0,0,0,0
The Keeper: The Legend of Omar Khayyam,6/10/2005,,,Arrival Pictures,225863,313800,Family Adventure,0,0,,PG,95,5,PG,Family,366,2005,1,0,0,0,0,0,0,1,0,0,0
Keeping Mum,9/15/2006,,,ThinkFilm,1619466,2206600,Comedy,0,0,,R,90,79,R,Comedy,132,2006,0,1,0,0,0,0,1,0,0,0,0
The Keeping Room,9/25/2015,,['Daniel Barber'],Drafthouse,27166,27900,Drama,0,0,,R,95,10,R,Drama,69,2015,0,1,0,0,0,0,1,0,0,0,0
Keeping the Faith,4/14/2000,29000000,,Buena Vista,37047880,61379900,Romantic Comedy,0,0,"['Gary Barber', 'Roger Birnbaum', 'Stuart Blumberg', 'Jonathan Glickman']",PG-13,129,2171,PG-13,Romance,,2000,0,0,0,0,1,1,0,0,0,0,0
Keeping Up with the Joneses,10/21/2016,40000000,['Greg Mottola'],Fox,14904426,15141800,Comedy,0,0,,PG-13,101,3022,PG-13,Comedy,69,2016,0,1,0,0,0,1,0,0,0,0,0
Keeping Up with the Steins,5/12/2006,,,Miramax,4339241,5915900,Comedy,0,0,,PG-13,99,163,PG-13,Comedy,83,2006,1,0,0,0,0,1,0,0,0,0,0
Kelly & Cal,9/5/2014,,,IFC,17702,19400,Comedy,0,0,,R,110,6,R,Comedy,34,2014,0,1,0,0,0,0,1,0,0,0,0
